timestamp,x,y,z
0,3.52,-0.49,9.74
10,3.53,-0.65,9.72
20,3.53,-0.59,9.67
30,3.54,-0.56,9.68
40,3.56,-0.72,9.68
50,3.54,-0.61,9.75
60,3.49,-0.45,9.76
70,3.46,-0.36,9.73
80,3.43,-0.36,9.72
90,3.43,-0.41,9.66
100,3.43,-0.46,9.6
110,3.4,-0.51,9.58
120,3.35,-0.48,9.54
130,3.38,-0.42,9.54
140,3.37,-0.45,9.61
150,3.31,-0.38,9.76
160,3.31,-0.25,9.69
170,3.28,-0.24,9.57
180,3.33,-0.39,9.5
190,3.38,-0.47,9.55
200,3.39,-0.41,9.69
210,3.38,-0.36,9.69
220,3.39,-0.46,9.6
230,3.45,-0.51,9.33
240,3.49,-0.38,9.17
250,3.49,-0.34,9.25
260,3.5,-0.44,9.45
270,3.49,-0.49,9.5
280,3.45,-0.25,9.28
290,3.45,-0.17,9.06
300,3.46,-0.01,9.04
310,3.39,0.07,9.16
320,3.29,0.27,9.26
330,3.22,0.53,9.34
340,3.09,0.82,9.46
350,2.9,1.32,9.67
360,2.56,1.93,9.92
370,2.18,2.49,9.66
380,1.77,3.17,9.34
390,1.3,3.74,9.38
400,0.97,4.1,9.06
410,0.66,4.36,8.37
420,0.14,4.71,8.08
430,-0.65,5.46,7.67
440,-1.23,5.78,6.88
450,-2.0,5.9,6.16
460,-3.17,6.05,5.58
470,-3.94,6.29,5.73
480,-4.58,5.47,5.83
490,-4.96,3.61,5.6
500,-5.12,1.75,5.87
510,-4.8,-0.12,6.61
520,-4.85,-2.14,6.51
530,-4.66,-4.57,5.37
540,-3.82,-7.11,4.77
550,-3.42,-10.66,5.89
560,-2.54,-14.01,7.87
570,-1.83,-16.38,10.21
580,-0.95,-15.89,12.33
590,-0.6,-14.05,13.32
600,0.11,-14.35,13.37
610,0.76,-15.43,13.63
620,0.81,-15.59,14.27
630,0.79,-13.93,15.08
640,0.19,-13.62,14.55
650,-0.9,-12.18,14.19
660,-1.21,-9.75,13.49
670,-1.62,-8.17,13.95
680,-1.16,-7.35,13.94
690,-0.91,-6.57,14.11
700,-1.35,-5.64,14.04
710,-1.68,-3.96,14.32
720,-2.15,-2.61,14.68
730,-2.87,-2.18,14.93
740,-4.03,-1.16,15.09
750,-4.58,0.73,14.55
760,-5.03,2.67,13.95
770,-5.13,3.91,13.51
780,-4.73,4.78,13.65
790,-4.86,6.47,15.88
800,-5.21,7.61,17.03
810,-5.17,7.54,15.73
820,-4.72,6.8,13.61
830,-4.63,6.31,12.46
840,-4.81,6.0,11.95
850,-4.85,6.0,11.42
860,-4.79,5.89,10.67
870,-4.78,5.91,10.64
880,-4.69,5.82,10.89
890,-4.62,4.94,10.72
900,-4.45,4.04,10.33
910,-4.28,3.65,10.35
920,-4.31,3.28,10.34
930,-4.34,2.71,9.84
940,-4.34,2.09,8.81
950,-4.48,2.15,7.88
960,-4.51,2.37,7.61
970,-4.53,2.19,7.81
980,-4.73,1.94,8.46
990,-4.87,1.92,9.11
1000,-5.21,2.1,9.92
