timestamp,x,y,z
0,1.23,-0.59,10.44
10,1.16,-0.7,10.63
20,1.19,-0.69,10.39
30,1.19,-0.55,10.16
40,1.07,-0.38,10.13
50,1.06,-0.34,10.02
60,1.0,-0.33,10.13
70,1.16,-0.48,10.04
80,1.25,-1.06,9.96
90,1.49,-1.88,9.96
100,1.56,-2.23,9.87
110,1.53,-2.47,10.19
120,1.61,-2.97,10.04
130,1.82,-3.43,9.85
140,1.98,-4.05,10.19
150,2.29,-4.84,10.09
160,2.46,-5.12,9.89
170,2.69,-5.02,9.79
180,2.65,-4.56,10.05
190,2.54,-3.79,10.14
200,2.35,-2.8,10.8
210,2.42,-2.22,11.17
220,2.63,-1.86,11.93
230,2.83,-1.42,12.58
240,2.61,-0.98,13.2
250,2.01,0.02,14.52
260,1.33,0.9,16.23
270,0.57,1.53,17.12
280,-0.64,2.16,17.48
290,-2.11,3.34,17.82
300,-3.67,4.93,18.54
310,-5.47,7.06,18.78
320,-7.49,9.75,17.89
330,-7.14,11.68,17.94
340,-7.77,12.12,19.56
350,-7.36,11.77,18.0
360,-6.91,11.02,16.52
370,-6.6,10.49,15.33
380,-6.49,10.81,14.15
390,-6.47,11.42,12.92
400,-5.97,9.88,10.68
410,-5.24,8.02,8.55
420,-4.61,7.01,5.08
430,-3.87,6.58,3.39
440,-3.33,6.25,2.1
450,-2.73,6.17,0.51
460,-2.26,5.31,-0.83
470,-2.13,4.47,-0.89
480,-2.13,4.1,-0.61
490,-2.21,3.03,-0.58
500,-2.34,1.66,-1.29
510,-2.44,-0.16,-2.19
520,-2.12,-2.53,-1.91
530,-2.01,-4.09,-1.57
540,-2.21,-4.68,-0.38
550,-2.34,-5.28,-0.22
560,-1.91,-6.29,0.12
570,-1.45,-7.35,1.01
580,-1.2,-8.35,1.21
590,-1.16,-9.11,0.85
600,-1.53,-9.09,1.07
610,-1.82,-9.03,1.79
620,-1.68,-10.1,3.29
630,-1.27,-12.09,4.95
640,-0.93,-13.52,6.16
650,-0.56,-14.55,7.26
660,0.02,-16.07,8.0
670,0.46,-17.16,8.12
680,0.93,-18.07,8.63
690,1.03,-17.82,9.88
700,1.18,-17.4,11.42
710,1.24,-16.71,13.75
720,1.34,-15.22,16.15
730,1.65,-14.43,18.09
740,1.39,-13.77,20.45
750,1.12,-12.35,21.53
760,0.72,-11.03,22.03
770,0.82,-9.82,21.71
780,-1.14,-8.32,25.2
790,-0.35,-8.37,22.27
800,2.44,-6.68,20.81
810,2.15,-6.18,21.62
820,2.64,-5.32,20.36
830,2.2,-3.87,21.63
840,1.6,-1.87,22.1
850,0.58,0.49,22.17
860,-0.42,3.27,21.57
870,-1.0,6.47,20.05
880,-1.15,9.22,18.73
890,-1.15,10.88,17.11
900,-0.57,11.68,13.98
910,-0.91,12.9,13.85
920,-0.54,12.17,12.27
930,-0.76,12.12,11.03
940,-1.14,11.74,9.09
950,-1.92,11.6,8.0
960,-2.7,11.89,8.3
970,-3.33,11.62,7.58
980,-3.84,11.47,6.14
990,-3.98,10.97,5.66
1000,-4.16,10.19,5.22
