timestamp,x,y,z
0,3.52,-0.12,9.59
10,3.63,0.0,9.2
20,3.59,0.06,9.26
30,3.71,-0.24,9.58
40,3.8,-0.48,9.77
50,3.84,-0.43,9.91
60,4.01,-0.5,9.6
70,4.1,-0.63,9.31
80,4.16,-0.62,9.17
90,4.17,-0.43,9.39
100,4.19,-0.63,9.54
110,4.24,-0.79,9.73
120,4.26,-0.42,9.68
130,4.28,-0.2,9.54
140,4.26,-0.28,9.52
150,4.24,-0.18,9.71
160,4.19,0.12,9.97
170,4.09,0.6,10.22
180,4.06,0.54,10.08
190,3.97,0.62,9.98
200,3.91,0.9,9.87
210,3.82,1.03,9.79
220,3.8,1.03,9.73
230,3.75,1.02,9.8
240,3.7,1.08,9.79
250,3.6,1.17,9.7
260,3.52,1.3,9.57
270,3.46,1.33,9.46
280,3.39,1.32,9.39
290,3.39,1.26,9.28
300,3.37,1.17,9.27
310,3.34,1.11,9.29
320,3.34,1.08,9.24
330,3.32,1.03,9.17
340,3.31,1.02,9.17
350,3.3,1.0,9.18
360,3.26,0.96,9.09
370,3.2,0.96,8.98
380,3.14,1.02,8.91
390,3.08,1.12,8.78
400,2.98,1.22,8.67
410,2.89,1.31,8.57
420,2.75,1.46,8.45
430,2.65,1.68,8.34
440,2.45,1.95,8.31
450,2.22,2.28,8.25
460,2.02,2.52,8.17
470,1.87,2.64,8.03
480,1.68,2.65,7.83
490,1.48,2.67,7.57
500,1.24,2.72,7.32
510,1.0,2.78,7.07
520,0.65,2.83,6.88
530,0.05,3.49,6.54
540,-0.49,3.82,5.49
550,-0.98,3.72,4.65
560,-1.47,3.69,4.42
570,-1.9,3.73,4.58
580,-2.35,3.16,4.82
590,-2.39,2.14,4.9
600,-2.54,0.78,5.49
610,-2.31,-1.42,6.06
620,-1.89,-3.62,6.41
630,-1.05,-6.22,6.36
640,0.15,-8.15,7.81
650,0.85,-8.94,11.23
660,1.48,-9.61,14.86
670,1.98,-10.57,16.97
680,2.32,-11.33,16.75
690,2.71,-11.63,15.24
700,3.13,-11.29,14.12
710,3.35,-10.82,14.29
720,3.32,-10.73,14.7
730,3.24,-10.02,14.46
740,3.23,-8.63,14.28
750,2.99,-7.12,14.74
760,2.54,-5.38,15.61
770,2.06,-3.78,15.97
780,1.57,-2.55,15.79
790,1.12,-1.66,15.66
800,0.77,-1.11,15.47
810,0.28,-0.62,15.43
820,-0.25,0.04,15.43
830,-0.89,0.78,15.41
840,-1.5,1.91,15.12
850,-2.09,2.9,14.61
860,-2.58,3.91,13.72
870,-2.88,4.73,12.73
880,-3.07,5.05,11.88
890,-3.37,5.49,11.71
900,-3.68,6.26,11.82
910,-3.84,7.1,11.81
920,-4.13,7.65,11.68
930,-4.25,7.56,11.13
940,-4.1,7.36,10.6
950,-4.24,7.82,10.93
960,-4.33,7.98,11.13
970,-4.42,7.23,10.62
980,-4.23,6.55,9.57
990,-4.03,5.99,8.9
1000,-3.92,5.62,8.77
