timestamp,x,y,z
0,3.65,0.95,9.82
10,3.6,1.03,9.92
20,3.59,1.09,9.95
30,3.61,1.24,9.84
40,3.65,1.31,9.73
50,3.7,1.4,9.63
60,3.67,1.37,9.57
70,3.49,1.17,9.62
80,3.28,1.57,10.07
90,3.12,2.13,10.7
100,3.03,2.56,11.03
110,3.05,2.74,10.83
120,3.02,2.56,10.55
130,3.11,2.15,10.29
140,3.18,1.59,10.23
150,3.34,0.92,10.34
160,3.53,0.37,10.5
170,3.71,-0.14,10.51
180,3.92,-0.59,10.51
190,4.03,-0.91,10.37
200,4.04,-1.01,10.23
210,4.05,-0.91,10.2
220,3.95,-0.98,10.37
230,4.02,-1.52,10.72
240,4.08,-2.44,10.85
250,4.11,-3.75,10.6
260,4.27,-5.57,10.24
270,4.41,-7.11,9.96
280,4.31,-7.84,10.55
290,3.99,-7.69,11.98
300,3.57,-6.98,13.4
310,3.32,-7.01,13.77
320,3.22,-7.39,13.3
330,3.12,-7.44,12.68
340,3.02,-6.86,11.62
350,2.84,-5.98,11.39
360,2.8,-5.12,11.32
370,2.43,-4.3,11.08
380,2.43,-3.48,10.34
390,2.35,-2.88,10.0
400,1.82,-1.6,9.84
410,1.27,0.61,9.2
420,0.98,2.45,8.07
430,0.64,4.21,7.84
440,0.14,6.25,7.64
450,-0.24,8.06,7.1
460,-0.58,9.6,6.91
470,-0.74,11.24,7.11
480,-1.09,12.75,7.7
490,-0.96,13.42,7.4
500,-0.75,13.64,7.0
510,-0.23,13.05,6.37
520,-0.04,12.48,6.6
530,0.4,11.58,6.65
540,0.51,10.9,6.65
550,0.41,10.49,6.3
560,-0.58,12.64,9.96
570,0.06,7.37,9.82
580,0.17,10.2,5.41
590,-0.57,13.14,6.6
600,-0.63,12.79,8.91
610,-0.57,11.92,8.78
620,-0.6,10.99,7.92
630,-0.5,9.81,7.69
640,-0.31,9.03,7.85
650,-0.32,8.69,8.42
660,-0.49,8.53,8.75
670,-0.7,8.2,8.43
680,-0.95,7.45,7.6
690,-0.84,7.38,7.17
700,-0.75,7.04,7.78
710,-0.57,6.68,7.8
720,-0.43,5.74,7.48
730,-0.25,4.21,6.84
740,-0.19,2.4,7.37
750,0.7,-0.08,9.05
760,1.66,-3.37,11.05
770,2.95,-6.47,13.29
780,4.28,-9.05,14.45
790,5.02,-10.12,14.32
800,5.24,-9.61,13.77
810,4.9,-8.01,12.99
820,4.18,-5.38,12.05
830,4.0,-4.76,12.38
840,4.12,-5.03,12.88
850,4.18,-5.06,12.79
860,4.2,-5.45,12.69
870,4.29,-6.47,12.73
880,4.41,-7.62,13.58
890,4.57,-9.22,14.36
900,4.71,-10.33,15.06
910,4.81,-11.21,15.22
920,4.86,-12.04,15.15
930,4.8,-12.09,14.84
940,4.51,-11.86,14.0
950,4.12,-11.37,13.13
960,3.63,-10.55,13.26
970,3.15,-10.01,13.58
980,2.6,-9.28,13.31
990,1.9,-8.38,12.93
1000,0.99,-6.83,12.76
