timestamp,x,y,z
0,4.87,-2.29,-9.0
10,4.88,-2.27,-9.03
20,4.87,-2.22,-9.04
30,4.86,-2.2,-9.05
40,4.83,-2.16,-9.03
50,4.86,-2.15,-9.0
60,4.88,-2.19,-9.0
70,4.9,-2.26,-9.02
80,4.93,-2.3,-9.03
90,4.92,-2.27,-9.01
100,4.87,-2.21,-8.98
110,4.84,-2.15,-9.02
120,4.85,-2.16,-9.02
130,4.84,-2.18,-9.07
140,4.86,-2.22,-9.14
150,4.85,-2.26,-9.12
160,4.84,-2.24,-9.02
170,4.85,-2.23,-8.97
180,4.87,-2.22,-8.96
190,4.87,-2.21,-9.0
200,4.87,-2.26,-9.05
210,4.88,-2.29,-9.04
220,4.85,-2.23,-9.0
230,4.85,-2.19,-8.96
240,4.84,-2.21,-9.0
250,4.86,-2.25,-9.07
260,4.87,-2.27,-9.13
270,4.87,-2.3,-9.11
280,4.87,-2.32,-9.01
290,4.9,-2.36,-8.97
300,4.9,-2.36,-8.96
310,4.89,-2.31,-8.99
320,4.89,-2.26,-9.02
330,4.86,-2.2,-9.0
340,4.85,-2.12,-8.92
350,4.88,-2.32,-8.91
360,4.96,-2.49,-8.87
370,4.96,-2.37,-8.79
380,4.92,-2.23,-8.86
390,4.94,-2.23,-8.78
400,4.95,-2.42,-8.7
410,4.99,-2.72,-8.73
420,5.06,-2.87,-8.66
430,5.0,-3.0,-8.45
440,5.27,-3.7,-8.72
450,5.64,-4.41,-9.11
460,5.52,-4.05,-8.83
470,5.66,-3.15,-8.27
480,5.19,-3.41,-8.07
490,5.39,-4.08,-8.4
500,5.23,-3.94,-8.9
510,4.69,-3.22,-8.95
520,4.18,-2.0,-9.19
530,4.06,-1.7,-9.8
540,4.01,-2.13,-9.79
550,4.5,-3.29,-9.75
560,4.61,-4.45,-9.13
570,4.54,-3.98,-8.96
580,4.38,-3.41,-9.31
590,4.33,-3.06,-9.54
600,4.42,-3.01,-9.41
610,3.6,-2.49,-6.31
620,5.09,-4.12,-8.41
630,5.03,-3.69,-9.66
640,5.04,-3.01,-10.24
650,5.07,-3.16,-10.21
660,5.2,-3.18,-9.55
670,5.33,-3.27,-8.81
680,5.46,-3.1,-7.21
690,5.71,-3.57,-5.97
700,6.05,-4.2,-6.11
710,6.12,-4.12,-5.98
720,5.81,-4.43,-5.74
730,5.93,-4.59,-7.29
740,5.79,-4.85,-8.07
750,5.7,-5.01,-8.47
760,5.62,-5.64,-9.35
770,5.85,-6.4,-11.25
780,5.48,-5.93,-9.97
790,5.28,-5.24,-8.93
800,4.94,-3.94,-8.21
810,5.04,-3.53,-7.97
820,5.03,-3.85,-8.31
830,5.36,-4.17,-9.3
840,5.06,-2.64,-9.53
850,5.34,-2.16,-9.77
860,5.7,-2.6,-8.0
870,5.79,-2.32,-10.45
880,6.15,-1.45,-11.55
890,6.56,-3.36,-8.15
900,6.71,-3.61,-7.02
910,6.97,-2.23,-8.16
920,6.01,-2.61,-6.36
930,6.07,-4.63,-8.15
940,7.35,-2.59,-11.83
950,8.28,3.66,-12.94
960,8.49,11.95,-5.68
970,11.39,5.33,-6.83
980,12.6,4.26,-8.64
990,12.27,7.24,-7.47
1000,11.92,-0.16,-10.53
