timestamp,x,y,z
0,4.41,0.4,9.3
10,4.43,0.35,9.1
20,4.46,0.54,9.23
30,4.36,0.66,9.47
40,4.38,0.82,9.46
50,4.39,0.86,9.39
60,4.33,0.85,9.29
70,4.26,0.94,9.29
80,4.11,1.15,9.57
90,3.9,1.19,9.81
100,3.87,1.2,9.79
110,3.8,1.13,9.88
120,3.78,0.96,10.02
130,3.79,0.82,10.0
140,3.85,0.66,9.94
150,3.85,0.59,9.96
160,3.75,0.59,10.22
170,3.76,0.54,10.09
180,3.66,0.44,10.19
190,3.63,0.31,10.14
200,3.58,0.23,10.0
210,3.49,0.33,10.09
220,3.32,0.54,10.21
230,3.25,0.61,10.16
240,3.15,0.61,10.31
250,3.12,0.46,10.39
260,3.22,-0.09,10.46
270,3.35,-0.76,10.47
280,3.59,-2.01,10.48
290,3.98,-4.34,10.74
300,4.49,-6.46,10.99
310,4.54,-7.09,11.19
320,4.48,-6.88,11.53
330,4.4,-6.68,12.06
340,4.3,-7.13,12.21
350,4.12,-7.94,11.55
360,4.08,-8.68,10.51
370,4.05,-9.43,10.21
380,4.3,-9.99,9.95
390,4.89,-11.76,10.49
400,4.96,-12.69,11.11
410,4.75,-12.13,10.6
420,4.46,-11.65,10.42
430,3.93,-10.85,10.52
440,3.14,-9.11,10.27
450,1.93,-6.8,9.62
460,0.85,-4.28,9.17
470,-0.84,-1.06,9.52
480,-2.17,3.03,9.56
490,-3.27,6.24,10.31
500,-3.81,8.7,10.22
510,-4.36,11.22,9.44
520,-5.01,13.79,9.27
530,-4.69,15.43,8.82
540,-4.94,16.6,9.19
550,-4.07,15.26,10.28
560,-3.19,15.21,10.91
570,-2.38,13.94,10.64
580,-1.21,11.8,9.59
590,-0.61,10.1,7.5
600,-0.85,10.79,6.42
610,-1.21,11.61,6.63
620,-1.59,11.79,6.91
630,-4.27,14.93,11.79
640,-2.5,10.49,11.12
650,-1.92,10.06,7.18
660,-2.7,13.48,7.06
670,-2.25,12.25,9.7
680,-1.48,8.76,9.42
690,-1.35,7.24,8.43
700,-1.45,6.03,8.66
710,-1.81,6.29,9.02
720,-2.2,9.01,9.71
730,-2.26,10.07,9.55
740,-2.06,9.53,7.73
750,-1.8,9.26,6.09
760,-1.34,7.46,5.55
770,-0.92,5.64,5.64
780,-0.33,3.36,6.23
790,0.42,1.12,7.28
800,0.95,0.74,8.36
810,1.23,0.69,8.2
820,1.6,-0.16,9.11
830,2.18,-1.17,9.51
840,2.86,-3.0,9.45
850,3.38,-5.67,9.83
860,4.22,-7.82,11.27
870,4.87,-9.12,12.91
880,4.92,-9.8,14.42
890,4.72,-9.2,14.89
900,4.79,-8.77,16.37
910,4.98,-8.55,18.37
920,5.24,-8.62,19.53
930,5.47,-9.61,18.63
940,5.61,-10.96,16.78
950,5.57,-11.79,14.65
960,5.34,-11.8,13.83
970,5.03,-11.81,13.25
980,4.74,-12.06,13.44
990,4.54,-12.54,14.28
1000,4.25,-12.53,15.5
