timestamp,x,y,z
0,6.32,-1.44,8.35
10,6.3,-1.36,8.36
20,6.28,-1.22,8.36
30,6.22,-1.11,8.36
40,6.28,-1.02,8.22
50,6.33,-1.07,8.16
60,6.36,-1.04,8.04
70,6.43,-0.75,7.94
80,6.39,-0.35,8.2
90,6.3,0.03,8.46
100,6.34,0.55,8.63
110,6.28,0.95,8.97
120,6.13,1.34,9.41
130,6.16,1.56,9.51
140,6.46,1.62,9.36
150,6.6,1.65,9.76
160,6.51,1.39,10.47
170,6.27,0.09,11.33
180,6.47,-2.05,11.82
190,6.97,-5.09,11.85
200,7.77,-8.48,11.63
210,8.86,-11.93,10.94
220,10.13,-13.85,9.44
230,10.66,-14.2,7.7
240,10.59,-13.79,6.39
250,10.24,-13.04,5.47
260,9.83,-12.88,5.46
270,9.66,-12.89,5.71
280,9.17,-12.49,5.35
290,8.03,-11.26,5.16
300,6.83,-9.37,4.97
310,5.69,-7.13,4.63
320,4.77,-4.93,4.25
330,4.08,-3.03,3.89
340,3.59,-1.44,3.39
350,3.28,-0.24,2.74
360,2.68,0.5,1.92
370,1.96,1.49,1.26
380,1.05,2.9,0.28
390,0.04,4.19,-0.81
400,-1.36,6.16,-1.2
410,-3.14,8.38,-0.61
420,-4.9,9.7,0.29
430,-6.81,10.77,1.93
440,-8.73,11.56,3.13
450,-10.08,10.62,4.81
460,-12.3,8.87,7.02
470,-14.46,7.8,8.91
480,-16.6,5.88,10.7
490,-19.52,3.73,12.46
500,-21.68,0.69,14.61
510,-23.23,-3.04,17.27
520,-23.31,-9.55,21.81
530,-18.93,-27.65,28.7
540,-10.81,-49.58,29.27
550,-1.01,-63.27,15.06
560,6.27,-66.75,0.74
570,15.01,-58.75,-12.32
580,6.93,-43.51,-3.48
590,2.72,-32.76,-0.98
600,1.7,-29.73,1.15
610,3.79,-33.17,3.75
620,6.43,-38.79,6.01
630,7.48,-42.8,7.98
640,6.85,-43.7,9.08
650,4.09,-42.68,9.63
660,-0.22,-40.09,9.82
670,-5.24,-36.34,8.6
680,-10.55,-32.95,7.83
690,-24.07,-27.0,15.73
700,-27.31,-18.99,14.49
710,-29.19,-11.27,15.12
720,-28.8,-4.99,15.14
730,-25.63,0.05,13.75
740,-22.09,3.93,11.59
750,-19.63,8.3,11.3
760,-17.82,13.37,14.1
770,-15.67,16.33,17.37
780,-12.85,16.98,18.28
790,-10.02,16.59,17.16
800,-6.95,14.71,14.41
810,-4.37,10.8,10.78
820,-2.25,7.21,7.1
830,-0.57,4.6,3.47
840,1.63,2.16,-0.95
850,3.21,1.7,-3.08
860,3.68,2.42,-3.04
870,3.99,3.79,-2.67
880,4.05,5.19,-1.75
890,4.47,6.11,-1.64
900,4.95,6.33,-1.55
910,5.24,5.83,-1.69
920,5.68,5.32,-1.71
930,5.83,5.11,-1.18
940,5.94,5.08,-0.55
950,6.02,5.12,0.25
960,6.2,5.23,1.06
970,6.28,5.56,1.88
980,6.47,5.9,2.57
990,6.67,6.0,3.05
1000,6.79,5.87,3.52
