timestamp,x,y,z
0,8.33,-0.25,7.41
10,8.39,-0.25,7.43
20,8.32,-0.19,7.53
30,8.12,-0.02,7.64
40,7.96,0.15,7.69
50,7.82,0.09,7.69
60,7.64,-0.01,7.56
70,7.36,-0.18,7.38
80,7.24,-0.23,6.88
90,6.83,-0.05,6.46
100,6.5,-0.13,6.41
110,6.09,-0.37,6.11
120,5.5,-0.39,5.67
130,4.92,-0.46,5.47
140,4.41,-0.53,5.33
150,3.79,-0.53,5.16
160,3.16,-0.5,4.75
170,2.65,-0.23,4.06
180,2.46,-0.36,3.61
190,2.4,-0.45,3.43
200,2.43,-0.63,3.44
210,2.42,-0.89,3.48
220,2.36,-0.97,3.73
230,2.55,-0.85,4.35
240,2.9,-0.69,4.86
250,3.6,-0.37,4.66
260,4.31,-0.13,4.37
270,4.9,0.16,4.63
280,5.44,0.49,5.65
290,6.03,0.44,7.32
300,6.52,0.17,9.27
310,7.02,-0.01,10.08
320,7.7,-0.41,10.05
330,8.46,-0.89,10.19
340,9.36,-1.78,10.69
350,10.02,-2.38,11.19
360,10.67,-2.94,11.97
370,11.31,-3.49,12.71
380,11.92,-4.01,13.54
390,12.36,-4.02,14.03
400,12.57,-4.02,14.26
410,12.53,-4.1,14.29
420,12.42,-4.6,14.26
430,12.28,-5.34,14.13
440,11.93,-6.28,13.68
450,11.38,-6.71,12.96
460,10.7,-6.9,12.36
470,9.82,-6.45,11.7
480,8.89,-5.56,10.95
490,7.82,-4.4,10.53
500,6.74,-2.95,10.1
510,5.68,-1.32,9.48
520,4.83,0.07,9.08
530,4.12,1.22,8.88
540,3.48,2.2,8.55
550,2.95,3.01,8.26
560,2.59,3.6,8.09
570,2.24,4.06,7.94
580,2.01,4.43,7.62
590,1.69,5.03,7.55
600,1.43,5.34,7.65
610,1.3,5.42,7.69
620,1.26,5.39,7.86
630,1.37,5.22,7.58
640,1.68,4.81,7.26
650,2.11,4.41,6.92
660,2.55,4.1,6.53
670,2.97,3.79,5.58
680,3.33,3.42,4.73
690,3.72,2.97,4.21
700,4.27,2.42,4.09
710,4.72,1.93,4.31
720,5.22,1.31,4.41
730,5.66,0.79,4.81
740,6.12,0.12,5.5
750,6.62,-0.91,6.21
760,6.91,-1.67,7.08
770,7.4,-2.64,7.56
780,7.76,-3.16,7.47
790,7.94,-3.52,7.33
800,8.15,-3.28,7.2
810,8.42,-3.54,7.65
820,8.33,-3.35,8.37
830,7.72,-1.88,8.97
840,6.03,1.99,9.81
850,5.9,2.49,10.7
860,6.68,-0.4,10.14
870,7.32,-1.74,10.39
880,6.93,-1.7,10.77
890,5.83,-0.48,11.18
900,8.28,-0.35,10.26
910,12.33,-4.68,5.63
920,10.32,-1.1,-0.3
930,8.74,2.0,-2.63
940,8.44,3.63,0.27
950,7.61,2.99,4.6
960,7.81,0.88,6.5
970,8.11,0.35,6.56
980,8.21,1.13,5.06
990,7.56,1.0,3.78
1000,6.27,0.07,4.36
