timestamp,x,y,z
0,8.65,2.08,7.63
10,8.89,1.94,7.59
20,9.01,1.75,7.55
30,9.09,1.55,7.47
40,9.07,1.67,7.57
50,8.95,1.62,7.62
60,8.8,1.49,7.55
70,8.71,1.44,7.5
80,8.6,1.47,7.51
90,8.52,1.53,7.52
100,8.46,1.57,7.53
110,8.21,1.73,7.46
120,8.04,1.73,7.21
130,7.96,1.55,7.11
140,7.75,1.22,7.11
150,7.48,1.08,6.85
160,7.13,1.16,6.67
170,6.81,1.24,6.49
180,6.38,1.26,6.3
190,5.88,1.18,6.1
200,5.41,1.13,6.06
210,4.76,1.3,6.02
220,4.77,0.93,6.27
230,3.88,0.75,5.97
240,3.13,0.69,5.44
250,2.5,0.67,5.09
260,2.02,0.72,4.95
270,1.69,0.75,4.59
280,1.62,0.71,4.19
290,1.91,0.52,4.28
300,2.28,-0.09,4.14
310,2.69,-0.87,4.14
320,3.06,-1.52,4.39
330,3.43,-1.8,4.54
340,3.74,-1.7,4.57
350,4.11,-1.32,4.88
360,4.43,-0.93,5.39
370,4.78,-0.49,6.02
380,5.21,-0.13,6.73
390,5.66,-0.05,7.55
400,6.1,-0.26,8.45
410,6.62,-0.76,9.31
420,7.19,-0.91,10.0
430,7.69,-0.8,10.13
440,8.07,-0.41,10.12
450,8.44,0.03,10.04
460,8.71,0.29,10.08
470,9.15,0.41,10.42
480,9.55,0.39,10.7
490,9.9,0.38,10.85
500,10.32,0.4,11.3
510,10.7,0.11,11.77
520,10.95,-0.17,12.26
530,11.08,-0.42,12.64
540,11.08,-0.56,12.88
550,11.03,-0.75,12.89
560,10.89,-0.99,12.89
570,10.59,-1.19,13.09
580,10.23,-1.43,13.09
590,9.78,-1.54,13.1
600,9.28,-1.61,12.89
610,8.77,-1.48,12.65
620,8.16,-1.1,12.14
630,7.46,-0.36,11.36
640,6.74,0.57,10.62
650,6.15,1.15,9.88
660,5.59,1.62,9.12
670,5.05,2.2,8.21
680,4.53,2.88,7.47
690,4.01,3.62,6.83
700,3.59,4.21,6.23
710,3.26,4.58,5.77
720,3.08,4.74,5.39
730,3.05,4.53,5.15
740,3.1,4.3,4.82
750,3.17,4.12,4.55
760,3.29,3.93,4.32
770,3.45,3.67,4.05
780,3.64,3.47,3.9
790,3.89,3.29,3.73
800,4.15,3.07,3.62
810,4.44,2.74,3.52
820,4.75,2.39,3.55
830,5.11,2.13,3.68
840,5.48,1.95,3.97
850,5.85,1.8,4.32
860,6.13,1.66,4.47
870,6.5,1.6,4.94
880,6.85,1.4,5.47
890,7.14,1.2,5.83
900,7.4,0.98,6.14
910,7.61,0.86,6.32
920,7.83,0.84,6.64
930,7.98,0.75,6.83
940,8.08,0.73,6.97
950,8.15,0.85,7.26
960,8.18,1.03,7.47
970,8.16,1.17,7.63
980,8.09,1.35,7.61
990,8.01,1.57,7.5
1000,7.95,1.89,7.47
