timestamp,x,y,z
0,8.19,2.01,6.67
10,8.36,2.06,6.77
20,8.54,2.09,6.92
30,8.66,2.08,7.01
40,8.73,2.09,7.11
50,8.74,2.2,7.26
60,8.68,2.27,7.25
70,8.64,2.33,7.39
80,8.62,2.36,7.45
90,8.62,2.33,7.39
100,8.67,2.19,7.35
110,8.61,2.06,7.14
120,8.5,2.09,7.07
130,8.32,2.05,6.96
140,8.06,1.88,6.7
150,7.78,1.68,6.58
160,7.46,1.45,6.37
170,7.09,1.27,6.07
180,6.68,1.23,5.87
190,6.18,1.05,5.6
200,5.6,0.63,5.39
210,4.86,0.22,5.25
220,4.07,0.04,5.24
230,3.29,-0.01,5.53
240,2.71,-0.13,5.83
250,2.27,-0.34,5.9
260,2.03,-0.38,5.58
270,2.0,-0.35,5.11
280,2.07,-0.48,4.82
290,2.14,-0.74,4.6
300,2.15,-0.77,4.47
310,2.16,-0.51,4.38
320,2.37,-0.21,4.83
330,2.66,0.03,5.55
340,3.08,0.3,6.29
350,3.58,0.81,6.88
360,4.14,1.28,7.42
370,4.75,1.58,7.72
380,5.55,1.38,8.15
390,6.29,0.9,8.65
400,6.96,0.59,9.06
410,7.5,0.33,9.67
420,8.08,0.21,10.35
430,8.61,-0.04,10.74
440,9.11,-0.42,11.02
450,9.58,-0.89,11.42
460,10.04,-1.16,11.82
470,10.5,-1.23,12.24
480,10.8,-0.95,12.47
490,10.86,-0.36,12.41
500,10.88,0.1,12.44
510,10.87,0.42,12.44
520,10.9,0.64,12.39
530,10.84,0.48,12.4
540,10.85,0.17,12.64
550,10.78,-0.14,12.67
560,10.67,-0.6,12.67
570,10.54,-1.15,12.73
580,10.29,-1.76,12.62
590,9.96,-1.87,12.85
600,9.37,-1.52,13.02
610,8.7,-0.75,12.97
620,8.1,-0.06,12.91
630,7.53,0.44,12.52
640,7.01,0.78,12.07
650,6.43,1.17,11.52
660,5.84,1.69,10.76
670,5.17,2.41,9.8
680,4.54,3.17,8.86
690,3.98,3.75,7.8
700,3.51,4.31,6.86
710,3.15,4.72,5.98
720,2.88,4.98,5.28
730,2.74,5.0,4.62
740,2.71,4.92,3.96
750,2.74,4.94,3.5
760,2.74,4.87,3.06
770,2.84,4.67,2.76
780,2.9,4.33,2.38
790,3.08,3.94,2.11
800,3.25,3.61,1.84
810,3.5,3.31,1.62
820,3.84,2.99,1.88
830,4.2,2.57,2.08
840,4.62,2.13,2.24
850,5.01,1.76,2.5
860,5.43,1.47,2.85
870,5.79,1.36,3.18
880,6.21,1.17,3.73
890,6.63,1.0,4.28
900,7.12,0.67,4.85
910,7.57,0.1,5.39
920,8.03,-0.29,5.84
930,8.37,-0.44,6.22
940,8.61,-0.24,6.61
950,8.74,0.25,6.89
960,8.78,0.85,6.96
970,8.74,1.45,7.17
980,8.7,1.79,7.34
990,8.65,2.18,7.37
1000,8.59,2.42,7.42
