timestamp,x,y,z
0,2.91,-1.02,10.28
10,2.92,-1.02,10.27
20,2.97,-1.08,10.19
30,3.02,-1.1,10.11
40,3.05,-1.09,10.05
50,3.06,-1.16,10.08
60,3.19,-1.46,10.16
70,3.29,-1.68,10.3
80,3.3,-1.79,10.2
90,3.29,-2.01,10.11
100,3.3,-2.36,10.14
110,3.49,-3.14,10.19
120,3.85,-4.59,10.18
130,4.04,-5.7,9.6
140,4.12,-6.03,8.53
150,3.68,-5.78,7.84
160,3.64,-4.91,7.93
170,3.3,-4.38,8.85
180,3.13,-3.85,8.67
190,2.89,-3.11,7.95
200,2.55,-1.88,7.81
210,2.57,-1.14,8.16
220,2.84,-0.87,8.7
230,3.08,-0.44,9.5
240,3.56,-0.59,10.32
250,4.23,-0.7,11.7
260,4.65,-0.57,13.59
270,4.56,-0.38,15.19
280,4.33,0.05,15.88
290,3.79,0.58,16.65
300,2.2,1.4,17.47
310,0.7,2.92,17.42
320,-1.16,5.51,17.5
330,-2.88,7.99,18.1
340,-2.86,10.2,15.45
350,-5.72,11.47,21.42
360,-5.96,11.15,20.09
370,-6.07,9.64,18.55
380,-6.41,9.21,15.73
390,-6.9,8.85,14.4
400,-7.64,10.17,14.51
410,-7.52,10.55,13.62
420,-7.25,9.78,11.7
430,-6.75,9.64,8.58
440,-4.81,8.32,6.75
450,-4.94,7.62,6.19
460,-4.88,7.65,5.83
470,-4.39,7.32,4.37
480,-4.32,6.95,3.49
490,-4.13,6.53,2.39
500,-4.23,5.44,2.12
510,-4.39,3.4,0.95
520,-3.95,0.1,-0.58
530,-3.41,-3.31,-0.82
540,-2.52,-5.94,-0.27
550,-1.58,-7.67,1.0
560,-1.05,-8.53,2.47
570,-0.59,-8.12,3.41
580,-0.49,-7.38,3.68
590,-0.33,-7.29,2.78
600,-0.16,-7.52,1.61
610,-0.45,-7.6,0.26
620,-0.43,-8.42,-1.74
630,0.03,-10.69,-2.09
640,0.78,-13.52,0.15
650,1.5,-15.51,3.09
660,1.57,-16.2,4.72
670,1.13,-14.97,4.91
680,0.73,-13.46,3.85
690,0.39,-13.02,4.16
700,1.0,-13.12,7.02
710,1.09,-13.82,10.98
720,2.06,-14.39,13.09
730,2.78,-14.51,14.76
740,3.4,-14.99,15.71
750,3.65,-14.97,17.67
760,4.09,-14.31,20.41
770,4.51,-13.35,21.75
780,4.95,-12.06,22.41
790,5.01,-10.09,23.0
800,4.76,-8.12,23.6
810,2.85,-5.59,20.78
820,5.81,-4.05,22.97
830,4.4,-4.15,19.94
840,0.23,-1.46,25.92
850,0.29,3.72,26.3
860,-0.31,5.8,24.03
870,-0.3,7.13,21.28
880,0.0,6.95,19.69
890,-0.22,7.8,18.83
900,-0.55,8.3,17.28
910,-0.99,8.4,15.14
920,-1.44,8.82,13.51
930,-2.25,9.48,12.18
940,-2.98,10.23,9.07
950,-3.3,10.84,7.24
960,-3.75,11.69,7.75
970,-4.22,12.78,7.68
980,-4.5,13.18,6.69
990,-4.34,12.39,5.54
1000,-4.26,11.19,4.78
