timestamp,x,y,z
0,5.08,-7.45,4.74
10,4.86,-6.42,5.24
20,4.88,-7.03,6.03
30,5.07,-7.91,6.26
40,4.96,-7.45,6.3
50,5.03,-7.11,6.05
60,4.92,-6.91,6.16
70,4.96,-7.08,6.4
80,5.13,-7.84,6.45
90,5.5,-9.03,6.51
100,5.94,-10.65,6.75
110,5.83,-11.34,7.64
120,5.58,-9.65,9.03
130,5.28,-8.36,8.46
140,5.34,-6.57,8.51
150,5.19,-6.02,10.47
160,5.46,-6.76,11.83
170,5.75,-7.5,12.79
180,5.66,-7.18,12.38
190,5.98,-7.21,10.64
200,6.65,-7.77,8.6
210,7.18,-7.7,6.97
220,7.1,-7.08,6.46
230,6.42,-6.05,6.24
240,6.85,-4.74,6.75
250,6.55,-3.91,7.53
260,6.6,-3.96,8.33
270,6.47,-3.69,9.17
280,5.76,-3.45,9.32
290,5.41,-2.35,9.57
300,5.85,-1.12,9.3
310,6.06,-0.92,8.7
320,5.98,-0.78,7.72
330,6.19,-0.83,6.61
340,6.39,-1.61,6.46
350,6.53,-2.41,6.62
360,6.06,-2.61,7.34
370,5.84,-1.82,7.27
380,5.22,-0.62,7.48
390,4.83,1.38,6.22
400,5.06,1.97,6.58
410,4.88,1.3,7.27
420,5.09,-0.5,7.15
430,5.56,-1.66,6.12
440,5.43,-1.28,5.0
450,5.35,-1.02,4.13
460,5.29,-1.12,4.41
470,4.92,-1.51,5.54
480,4.92,-1.23,5.99
490,4.67,-0.35,5.59
500,4.79,0.34,4.97
510,4.48,1.41,4.74
520,4.09,1.92,5.12
530,3.97,1.8,5.53
540,3.92,1.36,5.57
550,3.98,0.94,5.23
560,3.88,0.66,5.04
570,3.52,1.06,5.35
580,3.56,1.35,5.35
590,3.43,1.85,5.79
600,3.38,1.65,6.06
610,3.24,1.42,6.62
620,3.45,0.67,6.49
630,3.25,0.04,6.55
640,3.25,-0.3,6.48
650,3.34,-0.94,6.28
660,3.28,-1.15,6.39
670,3.08,-0.98,6.52
680,2.93,-0.96,6.64
690,2.85,-1.22,7.02
700,2.94,-1.91,7.36
710,3.14,-3.09,7.37
720,3.53,-4.44,7.17
730,3.26,-5.32,7.21
740,3.89,-6.48,6.89
750,3.6,-7.19,7.7
760,3.9,-6.72,8.06
770,4.12,-5.93,8.29
780,4.02,-5.61,8.44
790,4.38,-6.1,7.98
800,4.81,-7.18,7.88
810,5.29,-8.26,7.81
820,5.44,-8.57,7.77
830,5.35,-8.55,8.31
840,5.82,-8.64,8.43
850,5.96,-8.73,8.72
860,5.88,-8.74,8.86
870,6.76,-8.23,8.22
880,6.42,-8.04,8.41
890,6.17,-7.65,8.74
900,7.33,-7.04,8.59
910,6.58,-6.39,10.21
920,7.7,-5.85,10.31
930,7.1,-5.6,11.29
940,7.62,-5.17,11.03
950,7.08,-4.4,11.63
960,7.76,-3.36,11.92
970,7.6,-2.3,12.89
980,7.43,-1.19,13.78
990,7.67,-0.4,14.43
1000,7.37,-0.09,14.92
