timestamp,x,y,z
0,7.05,-2.84,7.51
10,7.07,-2.76,7.52
20,7.09,-2.65,7.47
30,7.11,-2.57,7.55
40,7.09,-2.53,7.61
50,7.1,-2.54,7.67
60,7.11,-2.55,7.69
70,7.13,-2.56,7.65
80,7.14,-2.53,7.57
90,7.12,-2.41,7.51
100,7.13,-2.24,7.47
110,7.12,-2.09,7.51
120,7.14,-1.95,7.5
130,7.17,-1.89,7.48
140,7.22,-1.79,7.43
150,7.29,-1.61,7.48
160,7.34,-1.42,7.68
170,7.37,-1.26,7.98
180,7.45,-1.14,8.17
190,7.56,-1.04,8.24
200,7.52,-1.01,8.35
210,7.6,-0.83,8.36
220,7.71,-0.66,8.39
230,7.79,-0.5,8.6
240,8.04,-0.27,8.78
250,8.3,-0.01,9.12
260,8.46,0.02,9.4
270,8.62,-0.23,9.29
280,8.55,-0.68,9.08
290,8.32,-1.24,8.69
300,8.03,-1.92,8.23
310,7.77,-2.88,7.84
320,7.46,-4.39,7.69
330,7.62,-6.07,7.49
340,8.32,-7.95,6.9
350,8.86,-9.49,6.36
360,9.18,-10.25,5.83
370,9.2,-10.2,5.27
380,8.72,-9.6,4.92
390,7.96,-8.36,4.87
400,7.14,-6.88,5.17
410,6.5,-5.62,5.41
420,6.1,-4.72,5.64
430,5.9,-4.18,5.78
440,5.78,-3.91,5.75
450,5.67,-3.89,5.73
460,5.6,-3.81,5.71
470,5.61,-3.68,5.5
480,5.67,-3.46,5.4
490,5.73,-3.26,5.42
500,5.81,-2.96,5.48
510,5.91,-2.63,5.56
520,6.01,-2.45,5.49
530,6.22,-2.24,5.34
540,6.47,-2.01,5.24
550,6.59,-2.08,5.22
560,6.78,-2.39,5.06
570,7.03,-2.86,4.81
580,7.21,-3.32,4.61
590,7.37,-3.53,4.42
600,7.61,-3.73,4.33
610,7.81,-4.1,4.36
620,7.96,-4.34,4.4
630,8.06,-4.39,4.36
640,8.05,-4.33,4.4
650,7.95,-4.21,4.43
660,7.88,-4.34,4.35
670,7.83,-4.45,4.16
680,7.83,-4.53,4.14
690,7.82,-4.59,4.21
700,7.89,-4.67,4.13
710,7.86,-4.95,4.21
720,7.82,-4.79,4.22
730,7.66,-4.41,4.41
740,7.47,-3.91,4.56
750,7.23,-3.55,4.7
760,7.02,-3.34,4.86
770,7.02,-3.26,4.78
780,6.85,-3.23,4.58
790,6.25,-2.82,4.3
800,5.44,-2.02,4.15
810,4.58,-1.17,4.04
820,3.38,-0.33,3.81
830,1.75,1.47,3.36
840,-0.08,4.36,3.3
850,-2.32,7.24,3.35
860,-4.77,8.39,3.61
870,-7.4,8.2,3.51
880,-8.65,6.82,5.04
890,-10.74,4.71,8.52
900,-13.24,1.66,13.12
910,-16.89,-0.19,15.71
920,-18.54,-1.22,13.82
930,-19.85,-5.54,13.08
940,-19.97,-12.65,15.45
950,-17.73,-23.53,19.29
960,-12.73,-39.18,21.64
970,-5.04,-51.03,14.63
980,4.59,-59.15,2.8
990,10.46,-59.62,-2.36
1000,11.32,-51.42,-4.9
