timestamp,x,y,z
0,8.4,1.9,6.51
10,8.54,1.7,6.54
20,8.66,1.57,6.54
30,8.71,1.6,6.5
40,8.78,1.63,6.5
50,8.82,1.61,6.49
60,8.84,1.53,6.54
70,8.82,1.48,6.42
80,8.78,1.45,6.42
90,8.75,1.48,6.38
100,8.68,1.41,6.32
110,8.58,1.33,6.28
120,8.37,1.31,6.14
130,8.1,1.36,6.04
140,7.79,1.36,5.87
150,7.47,1.24,5.83
160,7.19,1.04,5.89
170,6.9,0.78,5.77
180,6.55,0.74,5.72
190,6.21,0.79,5.66
200,5.88,0.75,5.55
210,5.41,0.56,5.51
220,4.92,0.44,5.38
230,4.32,0.4,5.23
240,3.74,0.42,5.02
250,3.28,0.58,4.74
260,2.99,0.65,4.38
270,2.9,0.39,4.13
280,2.94,-0.15,3.85
290,3.21,-0.76,3.72
300,3.53,-1.35,3.8
310,3.78,-1.86,4.04
320,4.03,-1.89,4.54
330,4.23,-1.19,5.13
340,4.37,-0.11,5.62
350,4.51,0.79,6.07
360,4.6,1.81,6.65
370,4.91,2.47,7.25
380,5.4,2.34,7.67
390,6.28,1.38,8.43
400,7.2,0.25,9.1
410,8.0,-0.66,9.25
420,8.62,-0.7,9.69
430,8.96,-0.3,9.72
440,9.13,0.29,9.48
450,9.44,0.52,9.58
460,10.55,0.02,10.15
470,10.34,-0.32,10.06
480,11.14,-0.81,11.17
490,11.77,-1.5,11.72
500,12.25,-2.09,12.1
510,12.72,-2.76,12.68
520,12.68,-2.93,13.02
530,12.45,-2.54,13.29
540,12.07,-2.21,13.34
550,11.56,-1.87,13.68
560,10.89,-1.2,13.88
570,10.06,0.04,13.65
580,9.17,1.26,13.2
590,8.4,2.33,12.81
600,7.75,2.98,12.34
610,7.18,3.28,11.6
620,6.62,3.64,10.77
630,6.06,4.16,9.81
640,5.48,4.75,8.77
650,4.97,5.14,7.7
660,4.54,5.64,6.83
670,4.2,5.83,5.96
680,3.98,5.89,5.31
690,3.91,5.55,4.76
700,3.88,5.14,4.23
710,3.85,4.92,3.79
720,3.81,4.72,3.36
730,3.75,4.55,2.97
740,3.76,4.22,2.59
750,3.81,4.15,2.55
760,3.95,3.7,2.44
770,4.11,3.33,2.54
780,4.28,2.98,2.57
790,4.51,2.66,2.57
800,4.73,2.45,2.59
810,4.97,2.4,2.78
820,5.21,2.45,2.94
830,5.5,2.35,3.19
840,5.87,2.19,3.43
850,6.2,2.03,3.77
860,6.59,1.86,4.21
870,6.98,1.57,4.68
880,7.3,1.19,5.15
890,7.63,1.01,5.7
900,7.91,0.98,6.15
910,8.12,1.01,6.5
920,8.29,1.06,6.74
930,8.41,1.19,6.96
940,8.47,1.37,7.07
950,8.47,1.74,7.27
960,8.48,2.09,7.47
970,8.48,2.31,7.77
980,8.48,2.45,7.88
990,8.49,2.51,8.04
1000,8.44,2.65,7.95
