timestamp,x,y,z
0,8.68,-2.35,4.97
10,8.71,-2.48,5.02
20,8.68,-2.56,5.08
30,8.69,-2.59,5.2
40,8.64,-2.57,5.47
50,8.62,-2.48,5.85
60,8.62,-2.37,6.08
70,8.66,-2.36,6.39
80,8.35,-1.46,7.39
90,8.23,-0.54,7.91
100,8.06,0.38,7.63
110,7.88,1.29,7.43
120,7.57,1.05,7.37
130,7.35,0.96,7.42
140,7.19,1.1,7.88
150,7.13,0.46,7.74
160,7.28,-1.02,6.56
170,7.89,-2.67,5.96
180,8.1,-3.78,6.88
190,8.37,-5.18,6.37
200,8.57,-5.83,5.96
210,8.65,-6.29,5.71
220,8.74,-6.8,5.57
230,8.7,-6.92,5.49
240,8.58,-6.93,5.14
250,8.57,-6.95,4.52
260,8.38,-6.87,3.98
270,8.21,-6.63,3.3
280,8.1,-6.47,2.9
290,8.01,-6.68,2.84
300,7.95,-6.9,2.53
310,8.02,-7.12,2.45
320,7.94,-7.17,2.41
330,7.93,-7.43,1.96
340,7.92,-7.31,1.35
350,7.64,-7.03,0.86
360,7.46,-6.67,0.56
370,7.22,-6.47,0.53
380,7.03,-6.51,0.57
390,6.91,-6.68,0.72
400,6.85,-7.04,0.79
410,6.82,-7.65,1.05
420,6.78,-8.27,1.4
430,6.87,-9.34,1.55
440,7.16,-11.08,1.84
450,7.42,-13.32,0.98
460,7.57,-16.06,-1.02
470,7.18,-17.84,-3.4
480,7.24,-18.78,-4.72
490,6.87,-19.62,-4.31
500,6.72,-21.93,-3.71
510,6.17,-24.41,-3.5
520,4.68,-25.21,-4.01
530,2.49,-24.01,-4.01
540,0.04,-21.59,-2.67
550,-2.64,-18.26,0.09
560,-3.99,-16.46,2.31
570,-5.1,-14.67,3.53
580,-6.67,-11.95,5.39
590,-7.76,-8.88,6.9
600,-9.32,-5.71,10.1
610,-9.22,-2.72,11.87
620,-9.52,0.44,14.16
630,-10.0,3.14,15.62
640,-9.77,6.71,16.18
650,-9.51,11.06,16.88
660,-9.53,15.37,18.49
670,-8.73,18.86,18.66
680,-8.67,22.4,18.96
690,-8.56,25.24,20.23
700,-8.32,26.16,21.57
710,-7.92,25.19,21.76
720,-7.19,22.43,20.66
730,-6.6,19.66,17.95
740,-6.03,17.88,15.03
750,-5.51,16.3,13.27
760,-5.28,14.7,12.07
770,-5.58,14.52,11.78
780,-6.19,14.68,12.19
790,-7.24,15.51,12.83
800,-8.0,14.36,13.37
810,-8.91,12.65,14.26
820,-8.61,8.32,13.86
830,-7.69,3.91,13.64
840,-7.73,1.17,13.52
850,-7.77,-1.02,13.13
860,-8.41,-3.15,12.7
870,-7.8,-4.84,12.01
880,-7.06,-8.41,13.83
890,-5.82,-14.0,15.7
900,-3.75,-19.78,13.85
910,-1.78,-25.97,6.96
920,-0.25,-29.14,-0.54
930,3.68,-30.08,-6.82
940,6.89,-29.0,-8.18
950,5.95,-24.21,-3.97
960,5.8,-20.2,-1.1
970,5.54,-19.18,1.25
980,6.03,-20.25,2.22
990,6.81,-22.21,1.52
1000,7.68,-24.71,-0.56
