timestamp,x,y,z
0,4.41,-2.97,8.67
10,4.39,-3.03,8.69
20,4.43,-3.03,8.74
30,4.43,-3.03,8.86
40,4.44,-3.07,8.93
50,4.44,-3.1,8.92
60,4.5,-3.16,8.6
70,4.47,-3.24,8.5
80,4.47,-3.25,8.6
90,4.47,-3.23,8.74
100,4.44,-3.2,8.72
110,4.42,-3.2,8.63
120,4.36,-3.17,8.72
130,4.39,-3.06,8.7
140,4.36,-2.94,8.61
150,4.36,-2.84,8.49
160,4.33,-2.88,8.51
170,4.33,-2.93,8.54
180,4.34,-2.93,8.56
190,4.33,-2.92,8.58
200,4.32,-2.92,8.56
210,4.29,-2.86,8.54
220,4.27,-2.79,8.56
230,4.29,-2.77,8.59
240,4.31,-2.83,8.65
250,4.35,-2.9,8.54
260,4.38,-3.02,8.42
270,4.34,-3.27,8.24
280,4.35,-3.34,8.18
290,4.26,-3.43,8.2
300,4.13,-3.53,8.19
310,4.04,-3.45,8.11
320,3.95,-3.4,7.91
330,3.9,-3.44,7.69
340,3.91,-3.43,7.51
350,3.98,-3.33,7.42
360,3.88,-3.42,7.49
370,4.04,-3.49,7.14
380,4.68,-4.66,6.16
390,5.67,-7.47,4.53
400,6.32,-10.15,2.72
410,6.82,-13.59,0.52
420,6.41,-18.39,-1.94
430,6.22,-23.96,-3.91
440,4.42,-26.89,-3.8
450,1.71,-25.81,-1.37
460,-0.68,-23.08,2.06
470,-3.33,-17.73,5.7
480,-5.82,-12.4,8.22
490,-7.41,-7.37,8.91
500,-8.63,-4.49,7.96
510,-9.61,-3.78,7.78
520,-11.25,-2.26,9.97
530,-12.61,4.07,14.15
540,-12.66,10.18,16.51
550,-11.86,16.54,17.5
560,-10.54,21.63,17.65
570,-9.04,23.79,17.94
580,-8.48,22.66,18.45
590,-7.87,17.64,17.86
600,-7.38,12.64,17.17
610,-7.18,11.06,16.09
620,-7.18,11.69,15.16
630,-7.53,12.48,15.9
640,-7.94,12.88,16.96
650,-8.48,12.31,16.86
660,-8.94,11.24,15.56
670,-8.81,9.81,13.23
680,-8.86,8.36,11.29
690,-8.6,6.48,9.69
700,-9.05,4.81,10.36
710,-9.42,3.46,11.96
720,-9.22,1.67,12.98
730,-8.94,-1.28,13.39
740,-8.4,-3.82,13.2
750,-7.73,-6.44,12.58
760,-7.03,-9.77,10.88
770,-5.24,-12.28,8.15
780,-3.38,-14.25,5.78
790,-1.61,-15.5,4.29
800,0.65,-17.17,3.55
810,2.42,-19.11,3.69
820,3.42,-21.17,4.76
830,4.19,-22.92,5.44
840,5.0,-23.83,4.88
850,5.99,-23.65,3.34
860,6.45,-23.2,1.7
870,6.84,-23.44,0.45
880,7.01,-24.28,0.29
890,6.57,-25.03,0.5
900,5.3,-25.28,0.01
910,3.79,-24.33,-0.83
920,1.95,-22.07,-0.6
930,-0.85,-18.96,1.27
940,-3.33,-16.82,3.47
950,-5.2,-15.5,5.26
960,-7.01,-13.79,7.99
970,-8.73,-11.6,11.43
980,-10.42,-9.5,13.51
990,-11.86,-6.38,13.31
1000,-13.2,-1.66,11.95
