timestamp,x,y,z
0,4.47,-0.27,9.34
10,4.47,-0.23,9.31
20,4.46,-0.23,9.4
30,4.47,-0.24,9.45
40,4.43,-0.2,9.48
50,4.45,-0.17,9.38
60,4.32,-0.21,9.3
70,4.28,0.0,9.52
80,4.18,0.19,9.81
90,4.1,0.26,9.92
100,4.07,0.29,9.87
110,4.04,0.36,9.91
120,4.08,0.37,10.06
130,4.12,0.33,10.13
140,4.17,0.23,10.0
150,4.19,-0.04,9.84
160,4.27,-0.17,9.68
170,4.3,-0.25,9.69
180,4.33,-0.38,9.62
190,4.34,-0.49,9.52
200,4.3,-0.49,9.66
210,4.25,-0.6,9.73
220,4.23,-0.68,9.7
230,4.09,-0.59,9.57
240,3.86,-0.44,9.53
250,3.67,-0.17,9.73
260,3.59,-0.25,10.13
270,3.69,-1.26,10.41
280,4.14,-4.07,10.96
290,5.22,-8.8,10.66
300,5.81,-11.3,10.21
310,5.71,-10.51,11.06
320,5.24,-9.58,12.4
330,5.11,-9.39,12.97
340,4.99,-9.86,12.85
350,4.79,-10.8,11.72
360,4.42,-11.08,9.78
370,4.06,-10.74,8.47
380,3.71,-9.62,8.34
390,3.55,-8.25,8.92
400,3.05,-6.64,9.57
410,2.59,-5.22,10.09
420,2.1,-4.41,10.11
430,1.59,-4.0,10.27
440,0.63,-2.85,10.34
450,-0.44,-0.76,10.05
460,-1.45,1.39,9.98
470,-2.42,4.64,9.9
480,-3.6,8.04,9.59
490,-4.42,11.99,9.41
500,-5.12,14.74,9.23
510,-5.37,16.67,8.53
520,-5.77,18.0,8.43
530,-6.02,19.26,9.32
540,-5.44,18.35,9.85
550,-4.79,16.32,9.48
560,-4.08,14.91,8.93
570,-3.36,14.03,7.88
580,-2.81,12.51,7.18
590,-2.86,11.54,6.73
600,-6.04,13.51,12.8
610,-3.14,8.58,11.82
620,-2.89,10.65,7.52
630,-4.06,16.23,6.46
640,-3.61,15.18,8.14
650,-2.97,11.01,8.69
660,-1.89,7.72,8.46
670,-0.9,4.65,8.35
680,0.19,2.66,8.61
690,1.18,1.95,8.9
700,1.82,0.72,8.24
710,2.47,0.26,7.29
720,2.71,-0.84,5.2
730,3.35,-2.1,5.14
740,3.9,-3.46,7.29
750,4.9,-5.85,9.69
760,5.85,-8.46,11.47
770,6.25,-9.0,12.5
780,6.53,-9.53,12.21
790,6.4,-9.1,10.76
800,5.83,-7.97,8.45
810,5.09,-6.15,7.15
820,4.88,-5.94,8.88
830,5.36,-7.08,11.93
840,5.92,-9.05,14.67
850,6.62,-12.5,16.51
860,7.24,-14.94,17.12
870,7.08,-14.75,17.06
880,6.76,-13.43,16.5
890,6.28,-12.44,16.12
900,5.7,-11.36,15.22
910,5.25,-10.89,13.97
920,4.69,-10.95,13.57
930,3.93,-10.45,13.49
940,3.11,-9.84,12.87
950,2.31,-9.11,12.06
960,1.42,-7.83,11.62
970,0.79,-6.8,11.48
980,0.08,-6.06,12.35
990,-0.76,-4.69,12.98
1000,-1.73,-2.44,13.02
